Title,Price,Stock,Rating,Date,Price (£)
The Golden Compass (His Dark Materials #1),,In stock,1,2025-08-09,18.77
The God Delusion,,In stock,3,2025-08-09,46.85
The Girl You Left Behind (The Girl You Left Behind #1),,In stock,1,2025-08-09,15.79
The Fellowship of the Ring (The Lord of the Rings #1),,In stock,2,2025-08-09,10.27
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),,In stock,5,2025-08-09,15.42
The Barefoot Contessa Cookbook,,In stock,5,2025-08-09,59.92
Tell the Wolves I'm Home,,In stock,2,2025-08-09,50.96
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,,In stock,3,2025-08-09,30.6
Pride and Prejudice,,In stock,4,2025-08-09,19.27
Musicophilia: Tales of Music and the Brain,,In stock,1,2025-08-09,46.58
Mere Christianity,,In stock,3,2025-08-09,48.51
Me Before You (Me Before You #1),,In stock,1,2025-08-09,19.02
In the Woods (Dublin Murder Squad #1),,In stock,2,2025-08-09,38.38
In Cold Blood,,In stock,4,2025-08-09,49.98
How to Stop Worrying and Start Living,,In stock,5,2025-08-09,46.49
Give It Back,,In stock,2,2025-08-09,18.32
"Girl, Interrupted",,In stock,3,2025-08-09,42.14
Fun Home: A Family Tragicomic,,In stock,4,2025-08-09,56.59
"Fruits Basket, Vol. 6 (Fruits Basket #6)",,In stock,4,2025-08-09,20.96
Deception Point,,In stock,4,2025-08-09,40.32
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",,In stock,3,2025-08-09,36.39
Catherine the Great: Portrait of a Woman,,In stock,4,2025-08-09,58.55
Better Homes and Gardens New Cook Book,,In stock,3,2025-08-09,39.61
An Unquiet Mind: A Memoir of Moods and Madness,,In stock,3,2025-08-09,21.3
A Year in Provence (Provence #1),,In stock,4,2025-08-09,56.88
World Without End (The Pillars of the Earth #2),,In stock,4,2025-08-09,32.97
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",,In stock,4,2025-08-09,47.31
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,,In stock,2,2025-08-09,48.67
Where She Went (If I Stay #2),,In stock,4,2025-08-09,41.73
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,,In stock,4,2025-08-09,53.68
Two Summers,,In stock,1,2025-08-09,14.64
This Is Your Brain on Music: The Science of a Human Obsession,,In stock,1,2025-08-09,38.4
The Secret Garden,,In stock,4,2025-08-09,15.08
The Raven King (The Raven Cycle #4),,In stock,2,2025-08-09,30.57
The Raven Boys (The Raven Cycle #1),,In stock,4,2025-08-09,57.74
The Power Greens Cookbook: 140 Delicious Superfood Recipes,,In stock,5,2025-08-09,11.05
The Metamorphosis,,In stock,1,2025-08-09,28.58
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,,In stock,5,2025-08-09,42.91
The Little Paris Bookshop,,In stock,3,2025-08-09,24.73
The Hiding Place,,In stock,4,2025-08-09,55.91
The Grand Design,,In stock,3,2025-08-09,13.76
The Firm,,In stock,3,2025-08-09,45.56
The Fault in Our Stars,,In stock,1,2025-08-09,47.22
The False Prince (The Ascendance Trilogy #1),,In stock,5,2025-08-09,56.0
The Expatriates,,In stock,2,2025-08-09,44.58
The Dream Thieves (The Raven Cycle #2),,In stock,1,2025-08-09,34.5
The Darkest Corners,,In stock,5,2025-08-09,11.33
The Crossover,,In stock,4,2025-08-09,38.77
The 5th Wave (The 5th Wave #1),,In stock,2,2025-08-09,11.83
Tell the Wind and Fire,,In stock,3,2025-08-09,45.51
Tell Me Three Things,,In stock,1,2025-08-09,41.81
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,,In stock,4,2025-08-09,25.15
Siddhartha,,In stock,5,2025-08-09,34.22
Shiver (The Wolves of Mercy Falls #1),,In stock,5,2025-08-09,16.23
Remember Me?,,In stock,3,2025-08-09,11.48
Red Dragon (Hannibal Lecter #1),,In stock,3,2025-08-09,23.37
Peak: Secrets from the New Science of Expertise,,In stock,2,2025-08-09,16.28
My Mother Was Nuts,,In stock,4,2025-08-09,31.63
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,,In stock,5,2025-08-09,24.91
Maybe Something Beautiful: How Art Transformed a Neighborhood,,In stock,1,2025-08-09,22.54
Lola and the Boy Next Door (Anna and the French Kiss #2),,In stock,4,2025-08-09,23.63
Logan Kade (Fallen Crest High #5.5),,In stock,2,2025-08-09,13.12
Last One Home (New Beginnings #1),,In stock,3,2025-08-09,59.98
Killing Floor (Jack Reacher #1),,In stock,4,2025-08-09,31.49
Kill the Boy Band,,In stock,5,2025-08-09,15.52
Isla and the Happily Ever After (Anna and the French Kiss #3),,In stock,5,2025-08-09,48.13
If I Stay (If I Stay #1),,In stock,5,2025-08-09,38.13
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),,In stock,2,2025-08-09,36.55
Harry Potter and the Deathly Hallows (Harry Potter #7),,In stock,1,2025-08-09,23.32
"Fruits Basket, Vol. 5 (Fruits Basket #5)",,In stock,1,2025-08-09,16.33
Foundation (Foundation (Publication Order) #1),,In stock,1,2025-08-09,32.42
Fool Me Once,,In stock,1,2025-08-09,16.96
Find Her (Detective D.D. Warren #8),,In stock,1,2025-08-09,22.37
Evicted: Poverty and Profit in the American City,,In stock,1,2025-08-09,42.27
Drama,,In stock,2,2025-08-09,38.7
Dracula the Un-Dead,,In stock,5,2025-08-09,35.63
Digital Fortress,,In stock,5,2025-08-09,58.0
"Death Note, Vol. 5: Whiteout (Death Note #5)",,In stock,1,2025-08-09,52.41
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",,In stock,3,2025-08-09,32.35
Critique of Pure Reason,,In stock,1,2025-08-09,20.75
Booked,,In stock,5,2025-08-09,17.49
"Blue Lily, Lily Blue (The Raven Cycle #3)",,In stock,5,2025-08-09,34.13
Approval Junkie: Adventures in Caring Too Much,,In stock,5,2025-08-09,58.81
An Abundance of Katherines,,In stock,5,2025-08-09,10.0
America's War for the Greater Middle East: A Military History,,In stock,2,2025-08-09,51.22
Alight (The Generations Trilogy #2),,In stock,4,2025-08-09,58.59
A Girl's Guide to Moving On (New Beginnings #2),,In stock,1,2025-08-09,31.3
A Game of Thrones (A Song of Ice and Fire #1),,In stock,2,2025-08-09,46.42
A Feast for Crows (A Song of Ice and Fire #4),,In stock,4,2025-08-09,17.21
A Clash of Kings (A Song of Ice and Fire #2),,In stock,3,2025-08-09,10.79
Vogue Colors A to Z: A Fashion Coloring Book,,In stock,4,2025-08-09,52.35
The Shining (The Shining #1),,In stock,3,2025-08-09,27.88
The Pilgrim's Progress,,In stock,2,2025-08-09,50.26
The Perfect Play (Play by Play #1),,In stock,3,2025-08-09,59.99
The Passion of Dolssa,,In stock,5,2025-08-09,28.32
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,,In stock,3,2025-08-09,38.71
The Hunger Games (The Hunger Games #1),,In stock,5,2025-08-09,29.85
The Hound of the Baskervilles (Sherlock Holmes #5),,In stock,2,2025-08-09,14.82
The Gunning of America: Business and the Making of American Gun Culture,,In stock,4,2025-08-09,16.81
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,,In stock,2,2025-08-09,28.23
The Demonists (Demonist #1),,In stock,2,2025-08-09,52.11
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",,In stock,2,2025-08-09,27.88
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),,In stock,3,2025-08-09,59.71
The Beast (Black Dagger Brotherhood #14),,In stock,5,2025-08-09,46.08
Some Women,,In stock,5,2025-08-09,13.73
Shopaholic Ties the Knot (Shopaholic #3),,In stock,5,2025-08-09,48.39
Paper and Fire (The Great Library #2),,In stock,5,2025-08-09,49.45
Outlander (Outlander #1),,In stock,5,2025-08-09,19.67
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",,In stock,3,2025-08-09,12.36
No One Here Gets Out Alive,,In stock,5,2025-08-09,20.02
Night Shift (Night Shift #1-20),,In stock,4,2025-08-09,12.75
Needful Things,,In stock,4,2025-08-09,47.51
Mockingjay (The Hunger Games #3),,In stock,4,2025-08-09,20.44
Misery,,In stock,2,2025-08-09,34.79
Little Women (Little Women #1),,In stock,4,2025-08-09,28.07
It,,In stock,3,2025-08-09,25.01
Harry Potter and the Sorcerer's Stone (Harry Potter #1),,In stock,3,2025-08-09,13.9
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),,In stock,4,2025-08-09,24.17
Harry Potter and the Order of the Phoenix (Harry Potter #5),,In stock,4,2025-08-09,31.63
Harry Potter and the Half-Blood Prince (Harry Potter #6),,In stock,5,2025-08-09,48.75
Harry Potter and the Chamber of Secrets (Harry Potter #2),,In stock,1,2025-08-09,14.74
Gone with the Wind,,In stock,3,2025-08-09,32.49
God Is Not Great: How Religion Poisons Everything,,In stock,1,2025-08-09,27.8
Girl With a Pearl Earring,,In stock,1,2025-08-09,26.77
"Fruits Basket, Vol. 4 (Fruits Basket #4)",,In stock,4,2025-08-09,50.44
Far From True (Promise Falls Trilogy #2),,In stock,2,2025-08-09,34.93
Dark Lover (Black Dagger Brotherhood #1),,In stock,1,2025-08-09,12.87
Confessions of a Shopaholic (Shopaholic #1),,In stock,2,2025-08-09,48.94
Changing the Game (Play by Play #2),,In stock,3,2025-08-09,13.38
Candide,,In stock,3,2025-08-09,58.63
Can You Keep a Secret?,,In stock,1,2025-08-09,21.94
Atlas Shrugged,,In stock,5,2025-08-09,26.58
Animal Farm,,In stock,3,2025-08-09,57.22
A Walk to Remember,,In stock,1,2025-08-09,56.43
A New Earth: Awakening to Your Life's Purpose,,In stock,5,2025-08-09,55.65
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",,In stock,1,2025-08-09,27.62
'Salem's Lot,,In stock,4,2025-08-09,49.56
Zero History (Blue Ant #3),,In stock,1,2025-08-09,34.77
Wuthering Heights,,In stock,3,2025-08-09,17.73
World War Z: An Oral History of the Zombie War,,In stock,1,2025-08-09,21.8
Wild: From Lost to Found on the Pacific Crest Trail,,In stock,3,2025-08-09,46.02
"Where'd You Go, Bernadette",,In stock,1,2025-08-09,18.13
When You Are Engulfed in Flames,,In stock,5,2025-08-09,30.89
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,,In stock,3,2025-08-09,31.95
We Are All Completely Beside Ourselves,,In stock,1,2025-08-09,24.04
Walk the Edge (Thunder Road #2),,In stock,3,2025-08-09,32.36
Voyager (Outlander #3),,In stock,5,2025-08-09,21.07
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,,In stock,3,2025-08-09,50.66
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,,In stock,2,2025-08-09,13.66
"Unstuffed: Decluttering Your Home, Mind, and Soul",,In stock,1,2025-08-09,58.09
Under the Banner of Heaven: A Story of Violent Faith,,In stock,1,2025-08-09,30.0
Two Boys Kissing,,In stock,2,2025-08-09,32.74
Twilight (Twilight #1),,In stock,2,2025-08-09,41.93
Twenties Girl,,In stock,2,2025-08-09,42.8
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",,In stock,1,2025-08-09,53.51
Three-Martini Lunch,,In stock,3,2025-08-09,23.21
"Thinking, Fast and Slow",,In stock,1,2025-08-09,21.14
The Wild Robot,,In stock,3,2025-08-09,56.07
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",,In stock,3,2025-08-09,14.41
The Undomestic Goddess,,In stock,4,2025-08-09,45.75
The Travelers,,In stock,1,2025-08-09,15.77
The Tipping Point: How Little Things Can Make a Big Difference,,In stock,2,2025-08-09,10.02
The Thing About Jellyfish,,In stock,1,2025-08-09,48.77
The Stand,,In stock,2,2025-08-09,57.86
The Smitten Kitchen Cookbook,,In stock,1,2025-08-09,23.59
The Silkworm (Cormoran Strike #2),,In stock,5,2025-08-09,23.05
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",,In stock,5,2025-08-09,55.55
The Rose & the Dagger (The Wrath and the Dawn #2),,In stock,4,2025-08-09,58.64
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),,In stock,1,2025-08-09,23.21
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),,In stock,3,2025-08-09,42.57
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),,In stock,1,2025-08-09,10.92
The Rest Is Noise: Listening to the Twentieth Century,,In stock,1,2025-08-09,34.77
The Red Tent,,In stock,5,2025-08-09,35.66
The Purpose Driven Life: What on Earth Am I Here for?,,In stock,3,2025-08-09,37.19
The Purest Hook (Second Circle Tattoos #3),,In stock,1,2025-08-09,12.25
The Picture of Dorian Gray,,In stock,2,2025-08-09,29.7
The Paris Wife,,In stock,3,2025-08-09,36.8
The Obsession,,In stock,1,2025-08-09,45.43
The Nightingale,,In stock,4,2025-08-09,26.26
The New Guy (and Other Senior Year Distractions),,In stock,3,2025-08-09,44.92
The Nanny Diaries (Nanny #1),,In stock,5,2025-08-09,52.53
The Name of God is Mercy,,In stock,2,2025-08-09,37.25
The Maze Runner (The Maze Runner #1),,In stock,1,2025-08-09,20.93
The Lover's Dictionary,,In stock,2,2025-08-09,58.09
The Lonely Ones,,In stock,5,2025-08-09,43.59
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,,In stock,3,2025-08-09,33.92
The Last Painting of Sara de Vos,,In stock,2,2025-08-09,55.55
"The Land of 10,000 Madonnas",,In stock,4,2025-08-09,29.64
The Infinities,,In stock,1,2025-08-09,27.41
The Husband's Secret,,In stock,5,2025-08-09,52.51
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),,In stock,3,2025-08-09,47.8
The Guns of August,,In stock,2,2025-08-09,14.54
The Guernsey Literary and Potato Peel Pie Society,,In stock,1,2025-08-09,49.53
The Goldfinch,,In stock,3,2025-08-09,43.58
The Giver (The Giver Quartet #1),,In stock,1,2025-08-09,12.3
The Girl with All the Gifts,,In stock,3,2025-08-09,49.47
The Girl Who Played with Fire (Millennium Trilogy #2),,In stock,2,2025-08-09,22.14
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),,In stock,1,2025-08-09,57.48
The Exiled,,In stock,3,2025-08-09,43.45
"The End of Faith: Religion, Terror, and the Future of Reason",,In stock,4,2025-08-09,22.13
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",,In stock,4,2025-08-09,13.03
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",,In stock,5,2025-08-09,57.35
The Devil Wears Prada (The Devil Wears Prada #1),,In stock,1,2025-08-09,44.29
The Demon-Haunted World: Science as a Candle in the Dark,,In stock,4,2025-08-09,52.25
The Day the Crayons Came Home (Crayons),,In stock,5,2025-08-09,26.33
The Da Vinci Code (Robert Langdon #2),,In stock,2,2025-08-09,22.96
The Cuckoo's Calling (Cormoran Strike #1),,In stock,1,2025-08-09,19.21
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),,In stock,4,2025-08-09,26.78
The Complete Poems,,In stock,5,2025-08-09,41.32
The Catcher in the Rye,,In stock,1,2025-08-09,24.55
The Cat in the Hat (Beginner Books B-1),,In stock,2,2025-08-09,16.26
The Case for Christ (Cases for Christianity),,In stock,1,2025-08-09,47.84
The Book Thief,,In stock,2,2025-08-09,53.49
The Book of Basketball: The NBA According to The Sports Guy,,In stock,5,2025-08-09,44.84
The Blind Side: Evolution of a Game,,In stock,5,2025-08-09,53.71
The Autobiography of Malcolm X,,In stock,2,2025-08-09,23.43
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",,In stock,3,2025-08-09,34.32
The Art of Fielding,,In stock,1,2025-08-09,22.1
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",,In stock,2,2025-08-09,25.83
Stiff: The Curious Lives of Human Cadavers,,In stock,3,2025-08-09,36.74
Spilled Milk: Based on a True Story,,In stock,1,2025-08-09,49.51
Something Borrowed (Darcy & Rachel #1),,In stock,5,2025-08-09,48.96
Something Blue (Darcy & Rachel #2),,In stock,1,2025-08-09,54.62
Soldier (Talon #3),,In stock,2,2025-08-09,24.72
Shopaholic & Baby (Shopaholic #5),,In stock,2,2025-08-09,46.45
Seven Days in the Art World,,In stock,2,2025-08-09,52.33
Seven Brief Lessons on Physics,,In stock,4,2025-08-09,30.6
Scarlet (The Lunar Chronicles #2),,In stock,4,2025-08-09,14.57
Sarah's Key,,In stock,1,2025-08-09,46.29
"Saga, Volume 3 (Saga (Collected Editions) #3)",,In stock,5,2025-08-09,21.57
Running with Scissors,,In stock,4,2025-08-09,12.91
Rogue Lawyer (Rogue Lawyer #1),,In stock,3,2025-08-09,50.11
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",,In stock,4,2025-08-09,41.67
Rework,,In stock,2,2025-08-09,44.88
Reservations for Two,,In stock,3,2025-08-09,11.1
Red: The True Story of Red Riding Hood,,In stock,3,2025-08-09,28.54
Ready Player One,,In stock,4,2025-08-09,19.07
Quiet: The Power of Introverts in a World That Can't Stop Talking,,In stock,1,2025-08-09,43.55
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),,In stock,3,2025-08-09,43.63
Persepolis: The Story of a Childhood (Persepolis #1-2),,In stock,1,2025-08-09,39.13
Packing for Mars: The Curious Science of Life in the Void,,In stock,2,2025-08-09,56.68
Outliers: The Story of Success,,In stock,1,2025-08-09,14.16
Original Fake,,In stock,3,2025-08-09,31.45
Orange Is the New Black,,In stock,2,2025-08-09,24.61
One for the Money (Stephanie Plum #1),,In stock,2,2025-08-09,32.87
Notes from a Small Island (Notes From a Small Island #1),,In stock,1,2025-08-09,40.17
Night (The Night Trilogy #1),,In stock,1,2025-08-09,13.51
Neither Here nor There: Travels in Europe,,In stock,3,2025-08-09,38.95
Naked,,In stock,3,2025-08-09,31.69
Morning Star (Red Rising #3),,In stock,1,2025-08-09,29.4
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",,In stock,1,2025-08-09,57.83
Midnight Riot (Peter Grant/ Rivers of London - books #1),,In stock,2,2025-08-09,55.46
Me Talk Pretty One Day,,In stock,2,2025-08-09,57.6
Manuscript Found in Accra,,In stock,2,2025-08-09,34.98
Lust & Wonder,,In stock,2,2025-08-09,11.87
Lila (Gilead #3),,In stock,3,2025-08-09,12.47
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",,In stock,2,2025-08-09,33.26
Life Without a Recipe,,In stock,5,2025-08-09,59.04
Life After Life,,In stock,2,2025-08-09,26.13
Letter to a Christian Nation,,In stock,1,2025-08-09,22.2
Let's Pretend This Never Happened: A Mostly True Memoir,,In stock,1,2025-08-09,45.11
Legend (Legend #1),,In stock,4,2025-08-09,43.69
"Lean In: Women, Work, and the Will to Lead",,In stock,1,2025-08-09,25.02
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",,In stock,5,2025-08-09,55.5
Lady Renegades (Rebel Belle #3),,In stock,5,2025-08-09,53.04
Jurassic Park (Jurassic Park #1),,In stock,1,2025-08-09,44.97
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,,In stock,1,2025-08-09,42.38
Is Everyone Hanging Out Without Me? (And Other Concerns),,In stock,3,2025-08-09,20.11
Into the Wild,,In stock,5,2025-08-09,56.7
Inferno (Robert Langdon #4),,In stock,5,2025-08-09,41.0
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",,In stock,3,2025-08-09,28.85
If I Run (If I Run #1),,In stock,4,2025-08-09,49.97
I've Got Your Number,,In stock,1,2025-08-09,19.69
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,,In stock,2,2025-08-09,28.88
